x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,0
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,0
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,0
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1
7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,0
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,0
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,1
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,0
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,1
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,0
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,1
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,1
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,0
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,1
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,1
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,0
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,0
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,1
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,0
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,1
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,0
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,1
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,0
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,0
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,1
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,1
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,1
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,1
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,1
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,1
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,1
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,0
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,1
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,0
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,0
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,0
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,1
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,0
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,1
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,1
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,1
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,1
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,0
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,0
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,0
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,0
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,1
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,1
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,0
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,1
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,1
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,0
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,1
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,0
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,1
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,0
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,0
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,1
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,0
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,0
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,1
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,0
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,1
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,0
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,0
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,1
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,0
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,0
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,0
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,0
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,0
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,0
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,0
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,1
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,0
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,0
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,1
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,0
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,0
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,0
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,0
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,0
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,1
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,1
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,0
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,1
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,0
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,1
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,1
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,1
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,1
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,1
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,0
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,0
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,1
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,0
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,1
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,0
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,1
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,0
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,0
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,0
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,1
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,1
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,0
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,1
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,0
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,0
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,1
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,1
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,0
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,0
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,1
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,1
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,1
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,0
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,1
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,0
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,1
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,0
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,0
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,1
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,0
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,0
7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,0
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,0
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,0
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,0
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,1
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,0
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,0
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,0
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,1
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,1
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,1
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,1
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,0
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,1
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,0
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,1
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,1
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,0
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,0
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,0
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,1
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,0
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,0
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,1
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,0
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,0
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,1
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,0
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,0
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,1
8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,0
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,0
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,0
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,1
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,0
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,0
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,0
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,1
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,1
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,1
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,1
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,0
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,1
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,1
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,0
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,0
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,1
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,1
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,1
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,1
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,0
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,1
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,1
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,0
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,1
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,1
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,0
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,0
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,0
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,0
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,1
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,0
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,1
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,1
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,0
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,1
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,0
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,1
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,0
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,1
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,1
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,0
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,1
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,0
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,1
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,1
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,0
7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,0
6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,0
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,0
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,1
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,1
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,0
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,0
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,1
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,0
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,0
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,0
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,0
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,0
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,0
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,1
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,0
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,1
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,1
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,1
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,0
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,0
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,0
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,1
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,0
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,0
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,1
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1
6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,0
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,1
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,1
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,1
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,1
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,1
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,1
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,1
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,1
